13.8,0.003041938,0.04393208,0.04697402
13.85,0.00152931,0.04508573,0.04661504
13.9,0.0005414343,0.04578084,0.04632227
13.95,5.949239E-05,0.04601157,0.04607106
14,5.612086E-05,0.04578668,0.0458428
14.05,0.0004963603,0.04512078,0.04561714
14.1,0.001338689,0.04404014,0.04537883
14.15,0.002536155,0.04257399,0.04511014
14.2,0.004037519,0.04075736,0.04479488
14.25,0.00578847,0.03863698,0.04442545
14.3,0.007732843,0.03625375,0.04398659
14.35,0.009813728,0.03366315,0.04347688
14.4,0.01197464,0.03091192,0.04288656
14.45,0.01416057,0.02805263,0.0422132
14.5,0.016319,0.02513784,0.04145684
14.55,0.01840067,0.02221721,0.04061789
14.6,0.02036055,0.0193404,0.03970095
14.65,0.02215835,0.0165512,0.03870955
14.7,0.0237591,0.0138905,0.03764961
14.75,0.02513359,0.01139629,0.03652988
14.8,0.02625861,0.009103596,0.03536221
14.85,0.02711714,0.007038713,0.03415585
14.9,0.02769831,0.005219162,0.03291747
14.95,0.02799734,0.003662467,0.03165981
15,0.02801531,0.002383232,0.03039855
15.05,0.0277589,0.001381457,0.02914036
15.1,0.02723991,0.0006542206,0.02789413
15.15,0.02647479,0.0002015233,0.02667631
15.2,0.02548408,8.761883E-06,0.02549284
15.25,0.02429187,6.133318E-05,0.0243532
15.3,0.02292513,0.0003417134,0.02326684
15.35,0.02141296,0.000823617,0.02223658
15.4,0.01978603,0.001486599,0.02127263
15.45,0.01807584,0.002301455,0.0203773
15.5,0.01631413,0.003238976,0.0195531
15.55,0.01453213,0.004272878,0.01880501
15.6,0.0127601,0.005368114,0.01812822
15.65,0.01102674,0.006498396,0.01752514
15.7,0.009358693,0.007637441,0.01699613
15.75,0.007780146,0.008753121,0.01653327
15.8,0.006312491,0.009824991,0.01613748
15.85,0.004974045,0.01082677,0.01580081
15.9,0.003779814,0.01174092,0.01552074
15.95,0.002741415,0.01254994,0.01529135
16,0.001866963,0.01323628,0.01510325
16.05,0.001161132,0.0137912,0.01495234
16.1,0.0006251872,0.01420593,0.01483112
16.15,0.0002571641,0.01447463,0.01473179
16.2,5.204892E-05,0.01459438,0.01464642
16.25,2.022507E-06,0.01457101,0.01457303
16.3,9.674567E-05,0.01440454,0.01450128
16.35,0.0003236816,0.01410371,0.01442739
16.4,0.0006684443,0.0136773,0.01434574
16.45,0.00111517,0.01313698,0.01425215
16.5,0.0016469,0.01249444,0.01414135
16.55,0.002245937,0.01176429,0.01401022
16.6,0.00289424,0.01096112,0.01385535
16.65,0.003573788,0.01010245,0.01367624
16.7,0.004266933,0.009202898,0.01346983
16.75,0.004956706,0.0082829,0.01323961
16.8,0.005627105,0.00735414,0.01298125
16.85,0.00626336,0.006434143,0.0126975
16.9,0.006852173,0.00553751,0.01238968
16.95,0.007381877,0.004678845,0.01206072
17,0.007842594,0.003869832,0.01171243
17.05,0.008226339,0.00311923,0.01134557
17.1,0.008527042,0.002438724,0.01096577
17.15,0.008740611,0.001837075,0.01057769
17.2,0.008864908,0.001314282,0.01017919
17.25,0.008899697,0.0008791089,0.009778806
17.3,0.008846512,0.0005315542,0.009378066
17.35,0.008708568,0.000274539,0.008983107
17.4,0.008490629,0.000102222,0.008592851
17.45,0.008198823,1.460314E-05,0.008213426
17.5,0.007840469,5.841255E-06,0.00784631
17.55,0.007423831,7.301569E-05,0.007496847
17.6,0.00695796,0.0002044439,0.007162404
17.65,0.006452436,0.0003972054,0.006849641
17.7,0.005917205,0.0006425381,0.006559743
17.75,0.005362329,0.0009258389,0.006288168
17.8,0.004797781,0.001247108,0.006044889
17.85,0.004233299,0.001588821,0.00582212
17.9,0.003678155,0.001945138,0.005623293
17.95,0.00314104,0.002304375,0.005445415
18,0.002629911,0.002663612,0.005293523
18.05,0.002151857,0.003008246,0.005160104
18.1,0.001713017,0.003335357,0.005048373
18.15,0.001318504,0.003636181,0.004954686
18.2,0.0009723693,0.003904879,0.004877248
18.25,0.0006775533,0.004135609,0.004813162
18.3,0.0004358975,0.004325449,0.004761347
18.35,0.0002481569,0.004471481,0.004719638
18.4,0.0001140371,0.004570782,0.004684819
18.45,3.225241E-05,0.004626274,0.004658527
18.5,6.032071E-07,0.004632115,0.004632718
18.55,1.605629E-05,0.004594147,0.004610204
18.6,7.484801E-05,0.00451237,0.004587218
18.65,0.00017259,0.004389703,0.004562293
18.7,0.0003043856,0.004229069,0.004533454
18.75,0.0004649549,0.004036307,0.004501262
18.8,0.0006487382,0.003811419,0.004460157
18.85,0.0008500402,0.003563166,0.004413206
18.9,0.001063121,0.003297389,0.004360509
18.95,0.001282328,0.003014088,0.004296415
19,0.001502193,0.002724946,0.004227139
19.05,0.001717533,0.002429962,0.004147495
19.1,0.00192352,0.002137899,0.00406142
19.15,0.002115768,0.001848757,0.003964526
19.2,0.002290404,0.001574218,0.003864622
19.25,0.002444107,0.001311362,0.003755468
19.3,0.002574137,0.001066029,0.003640166
19.35,0.002678363,0.0008411407,0.003519504
19.4,0.002755288,0.0006425381,0.003397826
19.45,0.002804029,0.0004673004,0.003271329
19.5,0.002824325,0.000321269,0.003145594
19.55,0.00281648,0.0002015233,0.003018003
19.6,0.002781345,0.0001109838,0.002892329
19.65,0.002720279,4.673004E-05,0.002767009
19.7,0.002635089,1.168251E-05,0.002646771
19.75,0.002527982,0,0.002527982
19.8,0.002401489,1.460314E-05,0.002416092
19.85,0.00225841,4.965067E-05,0.00230806
19.9,0.002101739,0.0001051426,0.002206882
19.95,0.001934592,0.0001752377,0.002109829
20,0.001760166,0.0002628565,0.002023023
