0,0,49,49
0.05,0.12005,48.7599,48.87995
0.1,0.4682643,48.28573,48.754
0.15,1.027459,47.58348,48.61094
0.2,1.781245,46.65932,48.44057
0.25,2.713775,45.51979,48.23357
0.3,3.809436,44.1722,47.98164
0.35,5.052514,42.62485,47.67736
0.4,6.426847,40.8875,47.31435
0.45,7.915474,38.97171,46.88719
0.5,9.500313,36.89122,46.39153
0.55,11.16186,34.66222,45.82409
0.6,12.87899,32.3037,45.18269
0.65,14.6288,29.8375,44.4663
0.7,16.38655,27.28857,43.67513
0.75,18.12582,24.68468,42.8105
0.8,19.8187,22.05629,41.87499
0.85,21.43619,19.43616,40.87235
0.9,22.94878,16.85865,39.80743
0.95,24.32713,14.35906,38.68619
1,25.54292,11.97263,37.51554
1.05,26.56973,9.733538,36.30326
1.1,27.38408,7.673806,35.05788
1.15,27.96633,5.822166,33.78849
1.2,28.30157,4.20304,32.50461
1.25,28.38036,2.835637,31.216
1.3,28.19925,1.733252,29.9325
1.35,27.76107,0.9027981,28.66387
1.4,27.07495,0.3446195,27.41957
1.45,26.15602,0.05260926,26.20863
1.5,25.02491,0.01458853,25.0395
1.55,23.7069,0.2129342,23.91983
1.6,22.23106,0.6253969,22.85646
1.65,20.62911,1.226062,21.85517
1.7,18.93431,1.986371,20.92068
1.75,17.18036,2.876179,20.05654
1.8,15.40042,3.864706,19.26513
1.85,13.62612,4.921456,18.54758
1.9,11.88686,6.017001,17.90386
1.95,10.20922,7.123571,17.33279
2,8.616547,8.215576,16.83212
2.05,7.128713,9.269909,16.39862
2.1,5.762017,10.2662,16.02822
2.15,4.529218,11.18686,15.71608
2.2,3.439658,12.01714,15.4568
2.25,2.499466,12.74503,15.2445
2.3,1.711807,13.36112,15.07293
2.35,1.077158,13.85853,14.93569
2.4,0.5935993,14.23267,14.82627
2.45,0.2570871,14.48116,14.73825
2.5,0.06172746,14.60357,14.6653
2.55,2.051026E-05,14.60134,14.60136
2.6,0.06308524,14.47761,14.5407
2.65,0.2408603,14.23708,14.47794
2.7,0.522284,13.88596,14.40824
2.75,0.8954576,13.43176,14.32722
2.8,1.347796,12.88322,14.23102
2.85,1.86617,12.25026,14.11643
2.9,2.437048,11.54372,13.98077
2.95,3.046642,10.77539,13.82203
3,3.681056,9.957737,13.63879
3.05,4.326445,9.103781,13.43023
3.1,4.969193,8.226926,13.19612
3.15,5.59609,7.340726,12.93682
3.2,6.194527,6.458696,12.65322
3.25,6.752692,5.594033,12.34673
3.3,7.259773,4.759411,12.01918
3.35,7.706147,3.966697,11.67284
3.4,8.083561,3.22675,11.31031
3.45,8.385287,2.549188,10.93447
3.5,8.606258,1.942179,10.54844
3.55,8.743159,1.412319,10.15548
3.6,8.794477,0.9644759,9.758953
3.65,8.760511,0.6017281,9.36224
3.7,8.643326,0.3253492,8.968675
3.75,8.446671,0.1348249,8.581496
3.8,8.175842,0.02792412,8.203767
3.85,7.83751,0.0008323789,7.838343
3.9,7.43951,0.0482955,7.487806
3.95,6.990621,0.1638209,7.154441
4,6.500307,0.3398851,6.840192
4.05,5.978475,0.5681526,6.546627
4.1,5.435215,0.8397359,6.274951
4.15,4.880566,1.1454,6.025966
4.2,4.324292,1.475796,5.800088
4.25,3.77568,1.821674,5.597355
4.3,3.243373,2.174063,5.417436
4.35,2.735225,2.524427,5.259652
4.4,2.258192,2.864826,5.123018
4.45,1.818247,3.188017,5.006264
4.5,1.420335,3.487533,4.907867
4.55,1.068341,3.75777,4.826111
4.6,0.7650968,3.994014,4.75911
4.65,0.5123925,4.192473,4.704866
4.7,0.3110194,4.350272,4.661292
4.75,0.1608211,4.465465,4.626286
4.8,0.06075598,4.536973,4.597729
4.85,0.008971155,4.564593,4.573565
4.9,0.002881717,4.54893,4.551812
4.95,0.03925587,4.491335,4.530591
5,0.1143033,4.393859,4.508162
5.05,0.2237662,4.259192,4.482958
5.1,0.3630108,4.090564,4.453575
5.15,0.5271209,3.891693,4.418814
5.2,0.7109899,3.666696,4.377686
5.25,0.909412,3.420005,4.329417
5.3,1.117173,3.156267,4.27344
5.35,1.329137,2.880285,4.209422
5.4,1.540332,2.596882,4.137214
5.45,1.746026,2.310862,4.056888
5.5,1.941806,2.026904,3.96871
5.55,2.123643,1.749459,3.873102
5.6,2.287951,1.482706,3.770657
5.65,2.43164,1.230472,3.662112
5.7,2.552157,0.9961531,3.54831
5.75,2.647512,0.7826844,3.430196
5.8,2.716301,0.5924844,3.308785
5.85,2.75771,0.4274397,3.18515
5.9,2.771508,0.2888676,3.060376
5.95,2.758031,0.1775362,2.935568
6,2.718151,0.09364992,2.811801
6.05,2.653237,0.03687876,2.690116
6.1,2.565104,0.006390333,2.571494
6.15,2.455958,0.0008849502,2.456843
6.2,2.328333,0.01865113,2.346984
6.25,2.185019,0.0576123,2.242632
6.3,2.029001,0.1153911,2.144392
6.35,1.863375,0.1893735,2.052748
6.4,1.69129,0.2767791,1.968069
6.45,1.515875,0.3747136,1.890589
6.5,1.340179,0.4802446,1.820424
6.55,1.16711,0.5904604,1.757571
6.6,0.9993877,0.7025161,1.701904
6.65,0.8394973,0.8136956,1.653193
6.7,0.6896539,0.9214551,1.611109
6.75,0.5517735,1.023464,1.575237
6.8,0.4274525,1.117628,1.54508
6.85,0.3179542,1.20213,1.520085
6.9,0.2242026,1.275435,1.499638
6.95,0.1467843,1.336316,1.4831
7,0.08595482,1.383846,1.469801
7.05,0.04165213,1.417419,1.459071
7.1,0.01351462,1.436721,1.450236
7.15,0.000903548,1.44173,1.442634
7.2,0.002929222,1.432714,1.435643
7.25,0.01848015,1.410187,1.428667
7.3,0.04625461,1.374909,1.421163
7.35,0.08479385,1.327849,1.412643
7.4,0.1325166,1.270155,1.402671
7.45,0.1877536,1.203129,1.390883
7.5,0.2487825,1.128195,1.376977
7.55,0.313862,1.04687,1.360732
7.6,0.3812644,0.9607229,1.341987
7.65,0.4493073,0.8713546,1.320662
7.7,0.5163824,0.7803508,1.296733
7.75,0.5809827,0.6892652,1.270248
7.8,0.6417247,0.5995844,1.241309
7.85,0.6973706,0.5127103,1.210081
7.9,0.7468441,0.4299281,1.176772
7.95,0.7892433,0.3523912,1.141635
8,0.8238518,0.2811016,1.104953
8.05,0.8501418,0.2169033,1.067045
8.1,0.8677772,0.160468,1.028245
8.150001,0.8766106,0.1122864,0.9888971
8.2,0.876678,0.07267398,0.949352
8.25,0.8681892,0.0417679,0.9099571
8.3,0.8515151,0.01954192,0.871057
8.35,0.8271732,0.005794525,0.8329678
8.400001,0.7958108,0.0001869202,0.7959977
8.45,0.7581847,0.00223428,0.760419
8.5,0.7151423,0.01133496,0.7264772
8.55,0.6675988,0.02678216,0.694381
8.6,0.6165176,0.04779023,0.6643078
8.650001,0.562887,0.07350051,0.6363875
8.7,0.5077006,0.1030164,0.6107169
8.75,0.4519366,0.1354178,0.5873544
8.8,0.3965399,0.1697732,0.5663131
8.85,0.3424049,0.2051712,0.5475761
8.900001,0.2903603,0.240724,0.5310843
8.95,0.241157,0.2755875,0.5167445
9,0.1954566,0.3089849,0.5044415
9.05,0.1538231,0.3402093,0.4940324
9.1,0.1167177,0.3686241,0.4853417
9.150001,0.08449405,0.3936948,0.4781888
9.2,0.05739776,0.4149774,0.4723751
9.25,0.0355667,0.4321215,0.4676881
9.3,0.01903379,0.4448817,0.4639155
9.35,0.007731746,0.453112,0.4608437
9.400001,0.001499361,0.4567599,0.4582592
9.45,8.920579E-05,0.4558691,0.4559583
9.5,0.003176601,0.4505681,0.4537447
9.55,0.0103696,0.4410703,0.4514399
9.6,0.02121973,0.4276617,0.4488814
9.650001,0.03523327,0.410684,0.4459173
9.7,0.05188274,0.3905463,0.4424291
9.75,0.07061865,0.3676866,0.4383052
9.8,0.0908808,0.3425838,0.4334646
9.85,0.1121096,0.3157432,0.4278527
9.900001,0.1337564,0.2876672,0.4214236
9.95,0.1552937,0.2588757,0.4141694
10,0.1762238,0.2298738,0.4060977
10.05,0.1960875,0.2011407,0.3972282
10.1,0.2144702,0.1731406,0.3876108
10.15,0.231008,0.1462942,0.3773022
10.2,0.2453924,0.120987,0.3663794
10.25,0.2573735,0.0975548,0.3549283
10.3,0.2667617,0.07628679,0.3430485
10.35,0.2734287,0.0574137,0.3308424
10.4,0.2773069,0.04111075,0.3184177
10.45,0.2783877,0.02750063,0.3058883
10.5,0.2767186,0.01664466,0.2933633
10.55,0.2724003,0.008554518,0.2809548
10.6,0.2655808,0.003183484,0.2687643
10.65,0.2564515,0.0004380941,0.2568896
10.7,0.2452404,0.0001869202,0.2454273
10.75,0.2322063,0.002248883,0.2344552
10.8,0.2176321,0.006413698,0.2240458
10.85,0.2018182,0.01243895,0.2142571
10.9,0.1850753,0.02006471,0.20514
10.95,0.1677184,0.02900475,0.1967231
11,0.1500601,0.03897578,0.1890359
11.05,0.1324048,0.04967988,0.1820847
11.1,0.1150428,0.06082207,0.1758649
11.15,0.0982458,0.07212198,0.1703678
11.2,0.08226213,0.08330506,0.1655672
11.25,0.06731339,0.0941143,0.1614277
11.3,0.05359126,0.1043131,0.1579044
11.35,0.04125536,0.1136942,0.1549495
11.4,0.03043176,0.1220735,0.1525052
11.45,0.0212121,0.1292962,0.1505083
11.5,0.01365361,0.1352426,0.1488962
11.55,0.007779664,0.1398192,0.1475989
11.6,0.003580981,0.1429676,0.1465486
11.65,0.001017406,0.1446616,0.145679
11.7,2.020576E-05,0.1448982,0.1449184
11.75,0.0004947734,0.1437153,0.1442101
11.8,0.002323713,0.1411715,0.1434952
11.85,0.005370208,0.1373454,0.1427156
11.9,0.009481613,0.1323424,0.141824
11.95,0.01449311,0.1262879,0.140781
12,0.0202315,0.1193135,0.139545
12.05,0.02651884,0.1115738,0.1380927
12.1,0.03317619,0.1032208,0.136397
12.15,0.04002706,0.09442389,0.1344509
12.2,0.04690057,0.08534074,0.1322413
12.25,0.05363462,0.07613492,0.1297695
12.3,0.0600784,0.06696415,0.1270425
12.35,0.06609489,0.05797738,0.1240723
12.4,0.07156262,0.04931188,0.1208745
12.45,0.07637738,0.04109615,0.1174735
12.5,0.08045339,0.03344119,0.1138946
12.55,0.08372393,0.02644628,0.1101702
12.6,0.08614165,0.02018446,0.1063261
12.65,0.08767867,0.0147258,0.1024045
12.7,0.08832613,0.01011121,0.09843735
12.75,0.08809339,0.006364048,0.09445743
12.8,0.08700678,0.003495991,0.09050278
12.85,0.08510853,0.001498282,0.08660681
12.9,0.08245496,0.0003475547,0.08280252
12.95,0.07911474,0,0.07911474
13,0.07516688,0.0004118085,0.07557869
13.05,0.07069882,0.001512885,0.07221171
13.1,0.06580415,0.003230214,0.06903436
13.15,0.06058056,0.005487859,0.06606843
13.2,0.05512777,0.00819236,0.06332013
13.25,0.04954539,0.0112561,0.06080149
13.3,0.04393108,0.01458269,0.05851377
13.35,0.03837875,0.01808161,0.05646036
13.4,0.03297682,0.02166229,0.05463912
13.45,0.02780681,0.02523422,0.05304103
13.5,0.02294211,0.02871561,0.05165772
13.55,0.01844701,0.0320276,0.05047461
13.6,0.01437579,0.0351001,0.04947589
13.65,0.01077222,0.0378747,0.04864692
13.7,0.00766923,0.04029882,0.04796805
13.75,0.005088771,0.04232866,0.04741742
